time,tollgate_id,direction,volume,week,hour,minute,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
2016-09-19 01:40:00,1,1,7,0,1,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 01:40:00,2,0,2,0,1,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 01:40:00,3,0,11,0,1,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 01:40:00,3,1,4,0,1,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:00:00,1,0,7,0,2,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:00:00,1,1,7,0,2,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:00:00,3,0,11,0,2,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:00:00,3,1,5,0,2,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:20:00,1,0,10,0,2,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:20:00,1,1,7,0,2,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:20:00,3,0,14,0,2,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:20:00,3,1,4,0,2,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:40:00,1,0,6,0,2,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:40:00,1,1,10,0,2,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 02:40:00,3,0,18,0,2,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:00:00,1,0,9,0,3,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:00:00,1,1,10,0,3,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:00:00,3,0,10,0,3,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:00:00,3,1,5,0,3,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:20:00,1,0,4,0,3,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:20:00,1,1,14,0,3,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:20:00,3,0,10,0,3,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:20:00,3,1,3,0,3,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:40:00,1,0,9,0,3,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:40:00,1,1,20,0,3,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:40:00,3,0,9,0,3,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 03:40:00,3,1,10,0,3,40,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:00:00,1,0,10,0,4,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:00:00,1,1,18,0,4,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:00:00,3,0,11,0,4,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:00:00,3,1,4,0,4,0,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:20:00,1,0,13,0,4,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:20:00,1,1,17,0,4,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:20:00,3,0,8,0,4,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:20:00,3,1,7,0,4,20,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
2016-09-19 04:40:00,1,0,12,0,4,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 04:40:00,1,1,23,0,4,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 04:40:00,3,0,10,0,4,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 04:40:00,3,1,3,0,4,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:00:00,1,0,2,0,5,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:00:00,1,1,28,0,5,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:00:00,2,0,14,0,5,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:00:00,3,0,9,0,5,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:00:00,3,1,11,0,5,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:20:00,1,0,8,0,5,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:20:00,1,1,24,0,5,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:20:00,2,0,12,0,5,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:20:00,3,0,14,0,5,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:20:00,3,1,7,0,5,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:40:00,1,0,13,0,5,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:40:00,1,1,34,0,5,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:40:00,2,0,21,0,5,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:40:00,3,0,27,0,5,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 05:40:00,3,1,13,0,5,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:00:00,1,0,8,0,6,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:00:00,1,1,39,0,6,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:00:00,2,0,30,0,6,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:00:00,3,0,39,0,6,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:00:00,3,1,30,0,6,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:20:00,1,0,13,0,6,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:20:00,1,1,57,0,6,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:20:00,2,0,36,0,6,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:20:00,3,0,58,0,6,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:20:00,3,1,38,0,6,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:40:00,1,0,32,0,6,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:40:00,1,1,72,0,6,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:40:00,2,0,37,0,6,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:40:00,3,0,71,0,6,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 06:40:00,3,1,65,0,6,40,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:00:00,1,0,39,0,7,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:00:00,1,1,70,0,7,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:00:00,2,0,84,0,7,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:00:00,3,0,127,0,7,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:00:00,3,1,67,0,7,0,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:20:00,1,0,31,0,7,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:20:00,1,1,83,0,7,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:20:00,2,0,80,0,7,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:20:00,3,0,123,0,7,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:20:00,3,1,71,0,7,20,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
2016-09-19 07:40:00,1,0,43,0,7,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 07:40:00,1,1,118,0,7,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 07:40:00,2,0,97,0,7,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 07:40:00,3,0,153,0,7,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 07:40:00,3,1,103,0,7,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:00:00,1,0,46,0,8,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:00:00,1,1,123,0,8,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:00:00,2,0,129,0,8,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:00:00,3,0,161,0,8,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:00:00,3,1,118,0,8,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:20:00,1,0,56,0,8,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:20:00,1,1,119,0,8,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:20:00,2,0,122,0,8,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:20:00,3,0,167,0,8,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:20:00,3,1,168,0,8,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:40:00,1,0,41,0,8,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:40:00,1,1,116,0,8,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:40:00,2,0,98,0,8,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:40:00,3,0,138,0,8,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 08:40:00,3,1,161,0,8,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:00:00,1,0,50,0,9,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:00:00,1,1,120,0,9,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:00:00,2,0,89,0,9,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:00:00,3,0,174,0,9,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:00:00,3,1,145,0,9,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:20:00,1,0,49,0,9,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:20:00,1,1,151,0,9,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:20:00,2,0,78,0,9,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:20:00,3,0,144,0,9,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:20:00,3,1,125,0,9,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:40:00,1,0,44,0,9,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:40:00,1,1,131,0,9,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:40:00,2,0,59,0,9,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:40:00,3,0,148,0,9,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 09:40:00,3,1,116,0,9,40,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:00:00,1,0,44,0,10,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:00:00,1,1,101,0,10,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:00:00,2,0,71,0,10,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:00:00,3,0,104,0,10,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:00:00,3,1,117,0,10,0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:20:00,1,0,44,0,10,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:20:00,1,1,105,0,10,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:20:00,2,0,88,0,10,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:20:00,3,0,111,0,10,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:20:00,3,1,87,0,10,20,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
2016-09-19 10:40:00,1,0,44,0,10,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 10:40:00,1,1,102,0,10,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 10:40:00,2,0,65,0,10,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 10:40:00,3,0,122,0,10,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 10:40:00,3,1,85,0,10,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:00:00,1,0,39,0,11,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:00:00,1,1,86,0,11,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:00:00,2,0,50,0,11,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:00:00,3,0,111,0,11,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:00:00,3,1,73,0,11,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:20:00,1,0,30,0,11,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:20:00,1,1,76,0,11,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:20:00,2,0,61,0,11,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:20:00,3,0,82,0,11,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:20:00,3,1,72,0,11,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:40:00,1,0,34,0,11,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:40:00,1,1,100,0,11,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:40:00,2,0,46,0,11,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:40:00,3,0,91,0,11,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 11:40:00,3,1,73,0,11,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:00:00,1,0,45,0,12,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:00:00,1,1,99,0,12,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:00:00,2,0,87,0,12,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:00:00,3,0,104,0,12,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:00:00,3,1,94,0,12,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:20:00,1,0,44,0,12,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:20:00,1,1,70,0,12,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:20:00,2,0,66,0,12,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:20:00,3,0,91,0,12,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:20:00,3,1,86,0,12,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:40:00,1,0,53,0,12,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:40:00,1,1,79,0,12,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:40:00,2,0,69,0,12,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:40:00,3,0,122,0,12,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 12:40:00,3,1,94,0,12,40,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:00:00,1,0,57,0,13,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:00:00,1,1,100,0,13,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:00:00,2,0,81,0,13,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:00:00,3,0,117,0,13,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:00:00,3,1,91,0,13,0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:20:00,1,0,61,0,13,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:20:00,1,1,108,0,13,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:20:00,2,0,95,0,13,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:20:00,3,0,107,0,13,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:20:00,3,1,110,0,13,20,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
2016-09-19 13:40:00,1,0,53,0,13,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 13:40:00,1,1,106,0,13,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 13:40:00,2,0,67,0,13,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 13:40:00,3,0,131,0,13,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 13:40:00,3,1,100,0,13,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:00:00,1,0,55,0,14,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:00:00,1,1,101,0,14,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:00:00,2,0,66,0,14,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:00:00,3,0,100,0,14,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:00:00,3,1,95,0,14,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:20:00,1,0,52,0,14,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:20:00,1,1,100,0,14,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:20:00,2,0,62,0,14,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:20:00,3,0,84,0,14,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:20:00,3,1,99,0,14,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:40:00,1,0,52,0,14,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:40:00,1,1,101,0,14,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:40:00,2,0,79,0,14,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:40:00,3,0,107,0,14,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 14:40:00,3,1,93,0,14,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:00:00,1,0,48,0,15,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:00:00,1,1,77,0,15,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:00:00,2,0,77,0,15,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:00:00,3,0,117,0,15,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:00:00,3,1,75,0,15,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:20:00,1,0,57,0,15,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:20:00,1,1,104,0,15,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:20:00,2,0,67,0,15,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:20:00,3,0,109,0,15,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:20:00,3,1,95,0,15,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:40:00,1,0,43,0,15,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:40:00,1,1,92,0,15,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:40:00,2,0,74,0,15,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:40:00,3,0,115,0,15,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 15:40:00,3,1,83,0,15,40,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:00:00,1,0,42,0,16,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:00:00,1,1,110,0,16,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:00:00,2,0,76,0,16,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:00:00,3,0,123,0,16,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:00:00,3,1,101,0,16,0,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:20:00,1,0,46,0,16,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:20:00,1,1,122,0,16,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:20:00,2,0,86,0,16,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:20:00,3,0,111,0,16,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:20:00,3,1,90,0,16,20,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0
2016-09-19 16:40:00,1,0,55,0,16,40,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 16:40:00,1,1,116,0,16,40,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 16:40:00,2,0,99,0,16,40,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 16:40:00,3,0,116,0,16,40,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 16:40:00,3,1,115,0,16,40,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:00:00,1,0,36,0,17,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:00:00,1,1,96,0,17,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:00:00,2,0,85,0,17,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:00:00,3,0,110,0,17,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:00:00,3,1,86,0,17,0,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:20:00,1,0,34,0,17,20,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:20:00,1,1,116,0,17,20,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:20:00,2,0,72,0,17,20,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:20:00,3,0,118,0,17,20,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
2016-09-19 17:20:00,3,1,85,0,17,20,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0
