time,tollgate_id,direction,week,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,count
2016-09-19 05:00:00,1,0,0,5,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,23
2016-09-19 05:00:00,1,1,0,5,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,86
2016-09-19 05:00:00,2,0,0,5,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,47
2016-09-19 05:00:00,3,0,0,5,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,50
2016-09-19 05:00:00,3,1,0,5,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,31
2016-09-19 06:00:00,1,0,0,6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,53
2016-09-19 06:00:00,1,1,0,6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,168
2016-09-19 06:00:00,2,0,0,6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,103
2016-09-19 06:00:00,3,0,0,6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,168
2016-09-19 06:00:00,3,1,0,6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,133
2016-09-19 07:00:00,1,0,0,7,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,113
2016-09-19 07:00:00,1,1,0,7,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,271
2016-09-19 07:00:00,2,0,0,7,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,261
2016-09-19 07:00:00,3,0,0,7,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,403
2016-09-19 07:00:00,3,1,0,7,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,241
2016-09-19 08:00:00,1,0,0,8,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,143
2016-09-19 08:00:00,1,1,0,8,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,358
2016-09-19 08:00:00,2,0,0,8,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,349
2016-09-19 08:00:00,3,0,0,8,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,466
2016-09-19 08:00:00,3,1,0,8,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,447
2016-09-19 09:00:00,1,0,0,9,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,143
2016-09-19 09:00:00,1,1,0,9,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,402
2016-09-19 09:00:00,2,0,0,9,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,226
2016-09-19 09:00:00,3,0,0,9,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,466
2016-09-19 09:00:00,3,1,0,9,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,386
2016-09-19 10:00:00,1,0,0,10,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,132
2016-09-19 10:00:00,1,1,0,10,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,308
2016-09-19 10:00:00,2,0,0,10,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,224
2016-09-19 10:00:00,3,0,0,10,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,337
2016-09-19 10:00:00,3,1,0,10,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,289
2016-09-19 11:00:00,1,0,0,11,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,103
2016-09-19 11:00:00,1,1,0,11,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,262
2016-09-19 11:00:00,2,0,0,11,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,157
2016-09-19 11:00:00,3,0,0,11,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,284
2016-09-19 11:00:00,3,1,0,11,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,218
2016-09-19 12:00:00,1,0,0,12,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,142
2016-09-19 12:00:00,1,1,0,12,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,248
2016-09-19 12:00:00,2,0,0,12,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,222
2016-09-19 12:00:00,3,0,0,12,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,317
2016-09-19 12:00:00,3,1,0,12,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,274
2016-09-19 13:00:00,1,0,0,13,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,171
2016-09-19 13:00:00,1,1,0,13,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,314
2016-09-19 13:00:00,2,0,0,13,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,243
2016-09-19 13:00:00,3,0,0,13,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,355
2016-09-19 13:00:00,3,1,0,13,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,301
2016-09-19 14:00:00,1,0,0,14,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,159
2016-09-19 14:00:00,1,1,0,14,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,302
2016-09-19 14:00:00,2,0,0,14,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,207
2016-09-19 14:00:00,3,0,0,14,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,291
2016-09-19 14:00:00,3,1,0,14,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,287
2016-09-19 15:00:00,1,0,0,15,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,148
2016-09-19 15:00:00,1,1,0,15,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,273
2016-09-19 15:00:00,2,0,0,15,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,218
2016-09-19 15:00:00,3,0,0,15,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,341
2016-09-19 15:00:00,3,1,0,15,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,253
2016-09-19 16:00:00,1,0,0,16,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,143
2016-09-19 16:00:00,1,1,0,16,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,348
2016-09-19 16:00:00,2,0,0,16,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,261
2016-09-19 16:00:00,3,0,0,16,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,350
2016-09-19 16:00:00,3,1,0,16,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,306
2016-09-19 17:00:00,1,0,0,17,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,94
2016-09-19 17:00:00,1,1,0,17,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,324
2016-09-19 17:00:00,2,0,0,17,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,210
2016-09-19 17:00:00,3,0,0,17,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,323
2016-09-19 17:00:00,3,1,0,17,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,262
2016-09-19 18:00:00,1,0,0,18,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,74
2016-09-19 18:00:00,1,1,0,18,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,226
2016-09-19 18:00:00,2,0,0,18,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,154
2016-09-19 18:00:00,3,0,0,18,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,211
2016-09-19 18:00:00,3,1,0,18,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,228
2016-09-19 19:00:00,1,0,0,19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,62
2016-09-19 19:00:00,1,1,0,19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,147
2016-09-19 19:00:00,2,0,0,19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,134
2016-09-19 19:00:00,3,0,0,19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,162
2016-09-19 19:00:00,3,1,0,19,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,135
2016-09-19 20:00:00,1,0,0,20,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,50
2016-09-19 20:00:00,1,1,0,20,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,121
2016-09-19 20:00:00,2,0,0,20,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,112
2016-09-19 20:00:00,3,0,0,20,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,125
2016-09-19 20:00:00,3,1,0,20,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,114
2016-09-19 21:00:00,1,0,0,21,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,44
2016-09-19 21:00:00,1,1,0,21,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,89
2016-09-19 21:00:00,2,0,0,21,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,73
2016-09-19 21:00:00,3,0,0,21,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,96
2016-09-19 21:00:00,3,1,0,21,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,100
2016-09-19 22:00:00,1,0,0,22,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,16
2016-09-19 22:00:00,1,1,0,22,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,68
2016-09-19 22:00:00,2,0,0,22,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,57
2016-09-19 22:00:00,3,0,0,22,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,58
2016-09-19 22:00:00,3,1,0,22,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,50
2016-09-19 23:00:00,1,0,0,23,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,14
2016-09-19 23:00:00,1,1,0,23,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,39
2016-09-19 23:00:00,2,0,0,23,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,34
2016-09-19 23:00:00,3,0,0,23,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,39
2016-09-19 23:00:00,3,1,0,23,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,34
2016-09-20 00:00:00,1,0,1,0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,34
2016-09-20 00:00:00,1,1,1,0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,256
2016-09-20 00:00:00,2,0,1,0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,4
2016-09-20 00:00:00,3,0,1,0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,47
2016-09-20 00:00:00,3,1,1,0,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,471
2016-09-20 01:00:00,1,0,1,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,16
2016-09-20 01:00:00,1,1,1,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,25
2016-09-20 01:00:00,2,0,1,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,1
2016-09-20 01:00:00,3,0,1,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,47
2016-09-20 01:00:00,3,1,1,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,24
2016-09-20 02:00:00,1,0,1,2,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,22
2016-09-20 02:00:00,1,1,1,2,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,28
2016-09-20 02:00:00,3,0,1,2,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,42
2016-09-20 02:00:00,3,1,1,2,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,16
2016-09-20 03:00:00,1,0,1,3,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,23
2016-09-20 03:00:00,1,1,1,3,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,33
2016-09-20 03:00:00,3,0,1,3,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,26
2016-09-20 03:00:00,3,1,1,3,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,15
2016-09-20 04:00:00,1,0,1,4,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,34
2016-09-20 04:00:00,1,1,1,4,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,57
2016-09-20 04:00:00,3,0,1,4,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,30
2016-09-20 04:00:00,3,1,1,4,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,16
2016-09-20 05:00:00,1,0,1,5,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,23
2016-09-20 05:00:00,1,1,1,5,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,99
2016-09-20 05:00:00,2,0,1,5,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,44
2016-09-20 05:00:00,3,0,1,5,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,49
2016-09-20 05:00:00,3,1,1,5,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,42
2016-09-20 06:00:00,1,0,1,6,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,62
2016-09-20 06:00:00,1,1,1,6,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,175
2016-09-20 06:00:00,2,0,1,6,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,118
2016-09-20 06:00:00,3,0,1,6,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,154
2016-09-20 06:00:00,3,1,1,6,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,133
2016-09-20 07:00:00,1,0,1,7,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,99
2016-09-20 07:00:00,1,1,1,7,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,353
2016-09-20 07:00:00,2,0,1,7,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,258
2016-09-20 07:00:00,3,0,1,7,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,390
2016-09-20 07:00:00,3,1,1,7,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,302
2016-09-20 08:00:00,1,0,1,8,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,148
2016-09-20 08:00:00,1,1,1,8,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,414
2016-09-20 08:00:00,2,0,1,8,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,335
2016-09-20 08:00:00,3,0,1,8,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,472
2016-09-20 08:00:00,3,1,1,8,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,573
2016-09-20 09:00:00,1,0,1,9,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,178
2016-09-20 09:00:00,1,1,1,9,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,465
2016-09-20 09:00:00,2,0,1,9,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,291
2016-09-20 09:00:00,3,0,1,9,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,430
2016-09-20 09:00:00,3,1,1,9,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,587
2016-09-20 10:00:00,1,0,1,10,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,179
2016-09-20 10:00:00,1,1,1,10,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,280
2016-09-20 10:00:00,2,0,1,10,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,241
2016-09-20 10:00:00,3,0,1,10,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,374
2016-09-20 10:00:00,3,1,1,10,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,255
2016-09-20 11:00:00,1,0,1,11,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,171
2016-09-20 11:00:00,1,1,1,11,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,275
2016-09-20 11:00:00,2,0,1,11,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,164
2016-09-20 11:00:00,3,0,1,11,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,333
2016-09-20 11:00:00,3,1,1,11,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,244
2016-09-20 12:00:00,1,0,1,12,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,190
2016-09-20 12:00:00,1,1,1,12,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,238
2016-09-20 12:00:00,2,0,1,12,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,241
2016-09-20 12:00:00,3,0,1,12,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,356
2016-09-20 12:00:00,3,1,1,12,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,279
2016-09-20 13:00:00,1,0,1,13,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,264
2016-09-20 13:00:00,1,1,1,13,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,297
2016-09-20 13:00:00,2,0,1,13,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,240
2016-09-20 13:00:00,3,0,1,13,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,409
2016-09-20 13:00:00,3,1,1,13,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,281
2016-09-20 14:00:00,1,0,1,14,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,238
2016-09-20 14:00:00,1,1,1,14,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,298
2016-09-20 14:00:00,2,0,1,14,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,223
2016-09-20 14:00:00,3,0,1,14,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,394
2016-09-20 14:00:00,3,1,1,14,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,269
2016-09-20 15:00:00,1,0,1,15,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,208
2016-09-20 15:00:00,1,1,1,15,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,228
2016-09-20 15:00:00,2,0,1,15,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,200
2016-09-20 15:00:00,3,0,1,15,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,387
2016-09-20 15:00:00,3,1,1,15,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,240
2016-09-20 16:00:00,1,0,1,16,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,153
2016-09-20 16:00:00,1,1,1,16,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,286
2016-09-20 16:00:00,2,0,1,16,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,222
2016-09-20 16:00:00,3,0,1,16,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,357
2016-09-20 16:00:00,3,1,1,16,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,278
2016-09-20 17:00:00,1,0,1,17,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,118
2016-09-20 17:00:00,1,1,1,17,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,354
2016-09-20 17:00:00,2,0,1,17,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,253
2016-09-20 17:00:00,3,0,1,17,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,337
2016-09-20 17:00:00,3,1,1,17,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,276
2016-09-20 18:00:00,1,0,1,18,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,75
2016-09-20 18:00:00,1,1,1,18,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,191
2016-09-20 18:00:00,2,0,1,18,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,193
2016-09-20 18:00:00,3,0,1,18,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,244
2016-09-20 18:00:00,3,1,1,18,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,262
2016-09-20 19:00:00,1,0,1,19,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,67
2016-09-20 19:00:00,1,1,1,19,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,145
2016-09-20 19:00:00,2,0,1,19,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,128
2016-09-20 19:00:00,3,0,1,19,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,159
2016-09-20 19:00:00,3,1,1,19,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,155
2016-09-20 20:00:00,1,0,1,20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,44
2016-09-20 20:00:00,1,1,1,20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,113
2016-09-20 20:00:00,2,0,1,20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,96
2016-09-20 20:00:00,3,0,1,20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,162
2016-09-20 20:00:00,3,1,1,20,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,159
2016-09-20 21:00:00,1,0,1,21,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,83
2016-09-20 21:00:00,1,1,1,21,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,122
2016-09-20 21:00:00,2,0,1,21,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,53
2016-09-20 21:00:00,3,0,1,21,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,117
2016-09-20 21:00:00,3,1,1,21,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,111
2016-09-20 22:00:00,1,0,1,22,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,66
2016-09-20 22:00:00,1,1,1,22,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,86
2016-09-20 22:00:00,2,0,1,22,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,11
2016-09-20 22:00:00,3,0,1,22,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,78
2016-09-20 22:00:00,3,1,1,22,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,90
2016-09-20 23:00:00,1,0,1,23,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,38
2016-09-20 23:00:00,1,1,1,23,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,48
2016-09-20 23:00:00,2,0,1,23,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,17
2016-09-20 23:00:00,3,0,1,23,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,63
2016-09-20 23:00:00,3,1,1,23,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,43
2016-09-21 00:00:00,1,0,2,0,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,25
2016-09-21 00:00:00,1,1,2,0,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,202
2016-09-21 00:00:00,2,0,2,0,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,6
2016-09-21 00:00:00,3,0,2,0,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,49
2016-09-21 00:00:00,3,1,2,0,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,294
2016-09-21 01:00:00,1,0,2,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,17
2016-09-21 01:00:00,1,1,2,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,30
2016-09-21 01:00:00,2,0,2,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,2
2016-09-21 01:00:00,3,0,2,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,50
2016-09-21 01:00:00,3,1,2,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,19
2016-09-21 02:00:00,1,0,2,2,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,22
2016-09-21 02:00:00,1,1,2,2,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,27
2016-09-21 02:00:00,3,0,2,2,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,34
2016-09-21 02:00:00,3,1,2,2,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,17
2016-09-21 03:00:00,1,0,2,3,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,21
2016-09-21 03:00:00,1,1,2,3,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,46
2016-09-21 03:00:00,3,0,2,3,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,35
2016-09-21 03:00:00,3,1,2,3,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,13
2016-09-21 04:00:00,1,0,2,4,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,41
2016-09-21 04:00:00,1,1,2,4,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,54
2016-09-21 04:00:00,3,0,2,4,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,41
2016-09-21 04:00:00,3,1,2,4,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,11
2016-09-21 05:00:00,1,0,2,5,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,52
2016-09-21 05:00:00,1,1,2,5,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,89
2016-09-21 05:00:00,2,0,2,5,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,12
2016-09-21 05:00:00,3,0,2,5,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,57
2016-09-21 05:00:00,3,1,2,5,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,28
